Municipio;UF;Regiao;Ano;Populacao;PessoalOcupado;PessoalAssalariado;PIB;QtEmpresas;AreaPlantada_h;VlProducaoAgricola;VlProducaoPecuaria;Area;NrNascimentos;NrObitosInfantis;povoamento;Exportacoes_R$
Tejupá;SP;Sudeste;2018,5;4573,17;855,33;718,17;93647800,0;141,5;251666,67;141166,67;0,0;296,3;67,17;0,17;15,43;0,0
Tejuçuoca;CE;Nordeste;2018,5;19119,67;1244,83;1157,5;119112000,0;78,17;65000,0;6500,0;6666,67;781,7;239,0;4,0;24,46;0,0
Telha;SE;Nordeste;2018,5;3228,0;364,17;349,33;34816800,0;17,33;0,0;4833,33;1000,0;49,0;49,5;1,67;65,88;0,0
Telêmaco Borba;PR;Sul;2018,5;78552,5;12665,83;10162,5;3693159800,0;1,94;0,0;7333,33;3166,67;1382,9;1,12;9,33;56,8;149483302,49
Tenente Ananias;RN;Nordeste;2018,5;10804,0;572,33;449,67;92579400,0;126,0;0,0;0,0;5333,33;223,7;136,83;2,0;48,3;0,0
Tenente Laurentino Cruz;RN;Nordeste;2018,5;5947,67;584,83;504,0;86019000,0;70,17;36666,67;2833,33;2666,67;74,4;87,83;0,67;79,94;0,0
Tenente Portela;RS;Sul;2018,5;13645,5;3116,5;2374,33;436473200,0;504,0;503333,33;80000,0;65166,67;338,1;210,17;2,33;40,36;122358,56
Tenório;PB;Nordeste;2018,5;3063,67;314,0;292,67;28795200,0;21,0;75000,0;8333,33;0,0;105,3;40,0;0,33;29,09;0,0
Teodoro Sampaio;BA;Nordeste;2018,5;7582,17;654,67;593,83;98753800,0;48,83;513333,33;1000,0;5500,0;231,5;50,5;1,0;32,75;0,0
Teodoro Sampaio;SP;Sudeste;2018,5;23090,67;3122,0;2492,33;496121200,0;554,5;338333,33;492666,67;17500,0;1556,0;324,0;3,83;14,84;0,0
Teofilândia;BA;Nordeste;2018,5;22806,5;1130,17;946,67;158113800,0;170,33;45000,0;3000,0;4666,67;335,5;276,33;3,67;67,98;0,0
Teolândia;BA;Nordeste;2018,5;15091,33;1125,17;980,67;169541800,0;113,0;38333,33;57833,33;0,0;317,8;176,5;2,5;47,49;0,0
Teotônio Vilela;AL;Nordeste;2018,5;44360,5;5201,67;4768,17;552913600,0;376,0;443333,33;192166,67;13000,0;297,9;621,17;6,5;148,91;89183,57
Terenos;MS;Centro-Oeste;2018,5;21558,17;2924,5;2550,5;533983800,0;266,33;638333,33;478000,0;260333,33;2844,5;193,33;2,5;7,58;658794,8
Teresina;PI;Nordeste;2018,5;860519,33;279400,67;251976,83;20566729600,0;18,62;55000,0;62666,67;32166,67;1392,0;13,39;189,5;618,19;598284582,35
Teresina de Goiás;GO;Centro-Oeste;2018,5;3433,33;309,5;272,83;33064400,0;34,33;58333,33;2000,0;1000,0;774,6;43,0;0,83;4,43;0,0
Teresópolis;RJ;Sudeste;2018,5;180697,83;39758,33;31511,33;5298221200,0;5,24;0,0;33500,0;4500,0;770,6;2,19;23,5;234,49;61722973,39
Terezinha;PE;Nordeste;2018,5;7157,0;1102,17;1024,17;60195200,0;38,83;8333,33;3666,67;20833,33;151,4;105,0;2,0;47,27;0,0
Terezópolis de Goiás;GO;Centro-Oeste;2018,5;7933,17;1109,67;946,5;181270400,0;130,5;28333,33;11666,67;2833,33;106,9;104,5;1,67;74,21;1835618,85
Terra Alta;PA;Norte;2018,5;11631,67;588,83;545,5;71750400,0;51,67;10000,0;4500,0;0,0;206,4;185,33;2,67;56,36;0,0
Terra Boa;PR;Sul;2018,5;17076,67;3638,0;2974,67;465533800,0;544,67;270000,0;320666,67;4666,67;320,9;233,67;2,83;53,21;3651001,76
Terra Nova;BA;Nordeste;2018,5;13184,0;1325,33;1232,0;124794400,0;87,5;15000,0;833,33;0,0;198,9;109,33;1,5;66,28;11953166,19
Terra Nova;PE;Nordeste;2018,5;10224,83;548,33;477,0;69786200,0;65,5;80000,0;13833,33;0,0;321,4;126,5;0,83;31,81;12681373,43
Terra Nova do Norte;MT;Centro-Oeste;2018,5;9618,0;1393,67;1224,17;272402000,0;161,67;191666,67;242833,33;31000,0;2717,0;163,0;2,0;3,54;0,0
Terra Rica;PR;Sul;2018,5;16741,67;2039,67;1549,67;356209000,0;334,5;571666,67;66333,33;72500,0;700,6;195,67;1,5;23,9;0,0
Terra Roxa;PR;Sul;2018,5;17534,0;3591,5;2811,83;694067800,0;638,5;3143333,33;503333,33;39666,67;800,8;246,33;1,33;21,9;8390690,07
Terra Roxa;SP;Sudeste;2018,5;9333,67;1319,0;1044,67;144897600,0;256,83;516666,67;78666,67;0,0;221,5;91,33;0,67;42,14;1419538,03
Terra Santa;PA;Norte;2018,5;18621,67;1314,83;1189,0;480036600,0;118,33;943333,33;0,0;4833,33;1896,5;303,17;3,83;9,82;0,0
Terra de Areia;RS;Sul;2018,5;11070,67;2140,17;1692,33;226064800,0;353,0;46666,67;41833,33;0,0;141,8;128,83;2,33;78,07;46510,68
Tesouro;MT;Centro-Oeste;2018,5;3754,0;851,83;616,83;145747400,0;52,83;223333,33;611500,0;6000,0;4169,6;25,33;0,0;0,9;0,0
Teutônia;RS;Sul;2018,5;32552,17;11997,17;10001,17;1376941600,0;1,56;46666,67;72000,0;44000,0;178,6;411,33;2,83;182,26;96377532,84
Teófilo Otoni;MG;Sudeste;2018,5;141078,17;32472,83;27772,33;2546794600,0;3,31;30000,0;20000,0;67000,0;3242,3;1,89;29,33;43,51;1149219,25
Theobroma;RO;Norte;2018,5;10729,83;1936,33;1697,33;190249600,0;66,83;16666,67;56333,33;56833,33;2197,4;117,17;1,17;4,88;0,0
Tianguá;CE;Nordeste;2018,5;75593,33;8636,0;6749,33;1337487600,0;1,62;385000,0;668000,0;40000,0;908,9;1,46;15,5;83,17;131250707,92
Tibagi;PR;Sul;2018,5;20547,5;2596,0;1909,33;936850200,0;524,83;4776666,67;445808,83;42666,67;2951,6;300,17;3,83;6,96;6105,05
Tibau;RN;Nordeste;2018,5;4108,33;772,83;666,83;93932400,0;98,83;0,0;66500,0;0,0;169,2;80,17;0,83;24,28;18257,41
Tibau do Sul;RN;Nordeste;2018,5;14122,33;4433,17;3545,33;355195600,0;611,5;8333,33;55000,0;2000,0;101,8;242,0;4,0;138,73;318744,56
Tietê;SP;Sudeste;2018,5;41799,33;15371,67;13385,83;1828633600,0;1,63;298333,33;137500,0;29500,0;404,8;476,67;7,0;103,26;102327167,17
Tigrinhos;SC;Sul;2018,5;1651,0;228,17;197,0;48031200,0;35,83;46666,67;5666,67;44833,33;57,4;31,17;0,17;28,76;0,0
Tijucas;SC;Sul;2018,5;38032,83;19271,5;17204,17;1605760000,0;1,62;40000,0;52333,33;333,33;277,2;653,17;6,17;137,2;483831811,76
Tijucas do Sul;PR;Sul;2018,5;16733,67;2441,67;1973,5;346124200,0;351,5;41666,67;188166,67;6833,33;672,2;231,83;2,33;24,89;2305758,13
Timbaúba;PE;Nordeste;2018,5;52629,67;7336,0;6375,67;658966800,0;697,0;53333,33;38500,0;2333,33;292,3;687,0;4,83;180,05;15723960,09
Timbaúba dos Batistas;RN;Nordeste;2018,5;2422,33;312,67;270,17;31299400,0;32,83;116666,67;4500,0;11166,67;135,5;20,0;0,33;17,88;0,0
Timbiras;MA;Nordeste;2018,5;28970,33;1286,5;1198,33;159932800,0;89,0;48333,33;4500,0;0,0;1486,6;509,33;6,5;19,49;0,0
Timburi;SP;Sudeste;2018,5;2667,5;357,67;274,67;49364200,0;65,5;26666,67;47500,0;0,0;196,8;20,17;0,33;13,55;0,0
Timbé do Sul;SC;Sul;2018,5;5356,5;1008,33;800,17;124984800,0;146,33;30000,0;66833,33;17166,67;333,6;62,67;0,33;16,06;0,0
Timbó;SC;Sul;2018,5;43874,67;20388,33;17049,33;1891037400,0;2,38;0,0;2166,67;4000,0;127,2;487,5;4,67;344,93;135316569,31
Timbó Grande;SC;Sul;2018,5;7849,83;816,17;665,5;192358600,0;138,83;48333,33;3833,33;1500,0;596,9;113,0;2,17;13,15;1995,57
Timon;MA;Nordeste;2018,5;168755,5;12480,33;10962,33;1850447600,0;1,26;68333,33;4000,0;6000,0;1743,2;2,96;43,0;96,81;946021,99
Timóteo;MG;Sudeste;2018,5;89659,0;15006,5;12071,83;3107992600,0;1,98;101666,67;3500,0;0,0;144,4;780,01;7,17;620,91;256701795,04
Tio Hugo;RS;Sul;2018,5;3007,17;737,5;498,17;113842600,0;182,67;43333,33;48500,0;15833,33;114,2;38,33;0,67;26,33;0,0
Tiradentes;MG;Sudeste;2018,5;7938,67;2519,0;1880,67;162571000,0;434,83;248333,33;3000,0;6166,67;83,0;87,17;0,83;95,65;35091,04
Tiradentes do Sul;RS;Sul;2018,5;5880,0;1880,83;1408,5;131080800,0;122,33;146666,67;50333,33;65833,33;234,5;48,67;0,33;25,07;0,0
Tiros;MG;Sudeste;2018,5;6573,17;658,5;480,0;217556400,0;151,33;26666,67;167000,0;305500,0;2091,8;81,17;0,67;3,14;1298971,51
Tobias Barreto;SE;Nordeste;2018,5;52225,17;5341,33;4165,0;555902800,0;834,5;55000,0;3833,33;19333,33;1021,3;679,0;12,17;51,14;7361940,77
Tocantins;MG;Sudeste;2018,5;16702,33;3494,17;2722,33;286912400,0;533,33;46666,67;40166,67;14666,67;173,9;184,83;1,67;96,05;369952,6
Tocantinópolis;TO;Norte;2018,5;22946,67;2584,33;2301,17;307617400,0;268,83;170000,0;1833,33;0,0;1077,1;425,83;5,17;21,3;0,0
Tocantínia;TO;Norte;2018,5;7528,0;486,83;421,17;92999600,0;61,0;40000,0;13666,67;3333,33;2601,6;193,17;2,5;2,89;24823,49
Tocos do Moji;MG;Sudeste;2018,5;4117,17;348,5;271,5;54242200,0;65,17;0,0;16000,0;4500,0;114,7;33,83;0,0;35,9;0,0
Toledo;MG;Sudeste;2018,5;6255,67;825,5;686,0;78554600,0;118,0;0,0;28833,33;4666,67;136,8;73,0;1,17;45,73;208375493,57
Toledo;PR;Sul;2018,5;139302,5;50349,5;39606,83;6094703600,0;6,61;4823333,33;512000,0;359166,67;1197,0;2,04;20,33;116,38;804070544,04
Tomar do Geru;SE;Nordeste;2018,5;13346,33;860,0;750,33;123338400,0;96,5;45000,0;35500,0;3500,0;304,9;175,83;2,17;43,77;0,0
Tomazina;PR;Sul;2018,5;8078,33;1175,67;938,33;201775000,0;179,83;518333,33;89000,0;31500,0;591,4;81,67;0,67;13,66;303,88
Tombos;MG;Sudeste;2018,5;8237,83;1108,67;818,5;100034000,0;206,5;38333,33;37333,33;13666,67;285,1;86,67;1,0;28,89;0,0
Tomé-Açu;PA;Norte;2018,5;62956,5;6491,17;5770,67;695396400,0;618,5;310000,0;527333,33;1333,33;5145,3;1,5;19,5;12,24;39902,95
Tonantins;AM;Norte;2018,5;18785,67;2075,17;2205,83;137300000,0;35,17;0,0;15333,33;0,0;6432,7;424,5;6,5;2,92;0,0
Toritama;PE;Nordeste;2018,5;45014,67;6746,33;4699,33;654569000,0;328,55;0,0;166,67;0,0;25,7;639,67;9,5;1751,54;29958,21
Torixoréu;MT;Centro-Oeste;2018,5;3589,17;402,17;322,0;109120600,0;75,83;658333,33;132666,67;6666,67;2399,5;43,83;0,83;1,5;0,0
Toropi;RS;Sul;2018,5;2851,0;323,5;260,33;68088200,0;58,0;40000,0;63833,33;4000,0;203,0;20,5;0,83;14,04;0,0
Torre de Pedra;SP;Sudeste;2018,5;2407,83;252,17;212,17;29567200,0;40,33;125000,0;32666,67;3666,67;71,3;26,0;0,0;33,77;0,0
Torres;RS;Sul;2018,5;38411,5;10072,0;7476,83;1169168600,0;2,11;13333,33;48500,0;0,0;160,2;575,0;4,5;239,77;875695,07
Torrinha;SP;Sudeste;2018,5;9992,17;2318,67;1778,83;210961400,0;505,33;460000,0;126333,33;3666,67;310,7;98,5;1,0;32,16;174242,52
Touros;RN;Nordeste;2018,5;33676,83;2735,83;2332,0;549035000,0;314,0;416666,67;522166,67;8333,33;840,4;462,67;6,0;40,07;4508553,01
Trabiju;SP;Sudeste;2018,5;1715,17;332,5;281,5;41051000,0;52,67;36666,67;59000,0;3166,67;63,4;18,5;0,0;27,05;0,0
Tracuateua;PA;Norte;2018,5;30720,33;1376,5;1303,5;244593200,0;74,17;60000,0;70666,67;0,0;936,1;490,17;8,67;32,82;0,0
Tracunhaém;PE;Nordeste;2018,5;13749,0;786,17;717,83;117643600,0;62,5;38333,33;47500,0;5000,0;118,4;191,33;3,33;116,12;0,0
Traipu;AL;Nordeste;2018,5;27852,5;1429,67;1358,5;214719600,0;100,0;35000,0;8166,67;61000,0;698,0;340,17;5,33;39,9;0,0
Trairi;CE;Nordeste;2018,5;55737,33;3710,0;3159,83;751725200,0;462,67;395000,0;52500,0;5833,33;925,7;820,83;9,0;60,21;10661142,27
Trairão;PA;Norte;2018,5;18842,83;976,67;839,33;299273800,0;117,67;403333,33;49500,0;3000,0;11991,1;249,17;6,0;1,57;0,0
Trajano de Morais;RJ;Sudeste;2018,5;10538,83;1556,83;1376,17;200536200,0;166,83;6666,67;48333,33;6166,67;589,8;110,5;0,83;17,87;17354,29
Tramandaí;RS;Sul;2018,5;50516,17;8704,5;6669,67;1036680000,0;1,63;0,0;4166,67;0,0;144,4;782,33;7,83;349,84;279846,97
Travesseiro;RS;Sul;2018,5;2353,5;939,67;697,33;62389200,0;98,33;0,0;3333,33;48500,0;81,1;17,83;0,0;29,02;0,0
Tremedal;BA;Nordeste;2018,5;16790,17;1955,83;1669,67;118488000,0;107,83;41666,67;2500,0;2000,0;1679,6;167,0;1,83;10,0;0,0
Tremembé;SP;Sudeste;2018,5;46847,83;5407,33;4266,33;747768200,0;869,67;40000,0;18666,67;4500,0;191,4;527,83;5,5;244,76;53349209,72
Treviso;SC;Sul;2018,5;3912,5;687,0;544,33;219042600,0;117,67;591666,67;1000,0;5333,33;157,7;39,67;0,5;24,81;18303,8
Treze Tílias;SC;Sul;2018,5;7765,5;4525,17;4067,0;651970000,0;419,83;45000,0;36666,67;71166,67;185,2;123,83;0,5;41,93;13729518,03
Treze de Maio;SC;Sul;2018,5;7088,0;2278,0;1914,0;153114000,0;281,0;68333,33;30500,0;4666,67;161,1;91,83;1,17;44,0;4485239,45
Trindade;GO;Centro-Oeste;2018,5;125901,17;18021,67;15892,83;2133203200,0;1,86;38333,33;47666,67;45166,67;710,7;1,98;21,0;177,15;15636138,77
Trindade;PE;Nordeste;2018,5;30443,17;2823,67;2380,5;311349400,0;395,67;1666,67;1833,33;3500,0;229,5;569,67;12,33;132,65;19354,6
Trindade do Sul;RS;Sul;2018,5;5851,5;953,83;732,83;186132400,0;222,17;486666,67;85333,33;23500,0;268,4;83,5;0,33;21,8;1510,88
Triunfo;PB;Nordeste;2018,5;9467,5;525,83;442,83;75376400,0;85,5;0,0;1333,33;4333,33;219,9;100,83;1,0;43,05;1735922726,53
Triunfo;PE;Nordeste;2018,5;15241,67;1492,83;1011,0;141359000,0;233,5;55000,0;5166,67;1166,67;191,5;183,17;2,5;79,59;0,0
Triunfo;RS;Sul;2018,5;29188,83;7337,17;6358,67;8203533200,0;754,33;500000,0;164500,0;4666,67;818,8;333,33;2,67;35,65;8472831427,37
Triunfo Potiguar;RN;Nordeste;2018,5;3263,33;295,17;275,83;38975000,0;24,17;0,0;0,0;0,0;268,7;51,5;0,0;12,15;0,0
Trizidela do Vale;MA;Nordeste;2018,5;21832,5;2063,83;1788,5;250807600,0;246,5;30000,0;2000,0;6833,33;222,9;334,67;4,83;97,95;141935,63
Trombas;GO;Centro-Oeste;2018,5;3522,33;390,33;316,0;53210400,0;67,33;6666,67;4500,0;5166,67;799,1;31,5;0,33;4,41;0,0
Trombudo Central;SC;Sul;2018,5;7321,67;1892,83;1357,83;259647400,0;366,0;28333,33;44666,67;5666,67;108,7;86,0;0,83;67,36;19930163,87
Três Arroios;RS;Sul;2018,5;2722,83;445,83;337,5;85257200,0;106,33;58333,33;63166,67;14500,0;148,6;12,83;0,17;18,32;173251,36
Três Barras;SC;Sul;2018,5;19245,17;3243,67;2763,83;1103915400,0;389,67;103333,33;57500,0;6500,0;438,1;316,33;2,83;43,93;31637905,77
Três Barras do Paraná;PR;Sul;2018,5;12109,17;1812,17;1425,0;341778200,0;277,5;646666,67;789000,0;58166,67;504,2;161,0;1,0;24,02;1401711,35
Três Cachoeiras;RS;Sul;2018,5;11015,67;2628,17;2032,0;251606400,0;541,0;45000,0;41666,67;0,0;251,1;128,5;0,17;43,87;1211602,69
Três Corações;MG;Sudeste;2018,5;79410,17;15916,33;13505,83;2361560200,0;1,76;540000,0;514666,67;157500,0;828,0;157,04;12,5;95,91;518448478,99
Três Coroas;RS;Sul;2018,5;27753,83;9832,83;8223,67;877621000,0;1,1;0,0;2833,33;5333,33;185,5;290,17;2,5;149,62;102384379,92
Três Forquilhas;RS;Sul;2018,5;2757,0;329,33;272,33;55252000,0;50,83;5000,0;31166,67;0,0;217,4;31,0;0,83;12,68;0,0
Três Fronteiras;SP;Sudeste;2018,5;5797,67;805,5;540,67;107191000,0;260,83;46666,67;68833,33;4500,0;153,1;70,17;1,0;37,87;0,0
Três Lagoas;MS;Centro-Oeste;2018,5;120384,83;26783,83;22875,33;10578984200,0;3,16;0,0;14833,33;6333,33;10207,0;1,97;19,5;11,79;2435473299,64
Três Marias;MG;Sudeste;2018,5;32195,17;8942,67;7945,83;2250430800,0;850,5;46666,67;39500,0;9833,33;2678,3;366,67;2,83;12,02;407958461,69
Três Palmeiras;RS;Sul;2018,5;4327,67;732,83;529,67;135055200,0;187,83;396666,67;50166,67;67666,67;180,6;61,17;0,17;23,96;117539,08
Três Passos;RS;Sul;2018,5;24132,0;5968,5;4633,0;835653400,0;474,54;786666,67;123500,0;40833,33;268,4;302,5;2,0;89,91;9188644,87
Três Pontas;MG;Sudeste;2018,5;56889,17;12726,17;10964,17;1339664200,0;1,42;503333,33;501666,67;23666,67;689,8;704,5;9,5;82,47;110148367,19
Três Ranchos;GO;Centro-Oeste;2018,5;2430,33;1244,67;1049,0;51036600,0;93,83;0,0;4333,33;5333,33;282,1;22,83;0,33;10,12;2100,65
Três Rios;RJ;Sudeste;2018,5;81083,17;27183,17;23644,83;4211384400,0;2,37;408333,33;0,0;5000,0;326,1;1,09;14,5;248,65;429880228,57
Três de Maio;RS;Sul;2018,5;24092,33;7020,5;5364,83;1052927200,0;1,1;380000,0;694833,33;63000,0;422,2;313,0;2,33;57,06;26247655,83
Tubarão;SC;Sul;2018,5;105386,5;39320,67;31972,17;3738642400,0;5,61;40000,0;57333,33;5000,0;300,3;1,36;9,17;350,94;149399614,32
Tucano;BA;Nordeste;2018,5;51312,83;3624,17;2930,33;461492200,0;576,67;533333,33;28333,33;20166,67;2799,1;594,5;7,5;18,33;0,0
Tucumã;PA;Norte;2018,5;39314,33;3792,0;3218,67;788419800,0;554,67;35000,0;121166,67;53166,67;2512,6;713,33;10,83;15,65;22923,53
Tucunduva;RS;Sul;2018,5;5765,17;1057,33;806,5;215820400,0;212,33;508333,33;167000,0;5666,67;180,8;49,33;0,33;31,89;8140664,04
Tucuruí;PA;Norte;2018,5;112826,17;11324,33;10115,83;5633750000,0;910,5;528333,33;105000,0;5666,67;2086,2;1,87;25,83;54,08;220624,45
Tufilândia;MA;Nordeste;2018,5;5810,83;308,67;293,5;47033600,0;16,5;0,0;1000,0;5166,67;271,0;94,17;0,83;21,44;0,0
Tuiuti;SP;Sudeste;2018,5;6839,67;923,83;535,0;139153000,0;360,67;35000,0;25833,33;5000,0;126,7;67,33;0,67;53,98;0,0
Tumiritinga;MG;Sudeste;2018,5;6739,33;477,83;413,5;59329200,0;61,33;0,0;2666,67;41500,0;500,1;77,17;2,83;13,48;0,0
Tunas;RS;Sul;2018,5;4581,67;1364,83;1087,83;77340200,0;109,33;118333,33;48500,0;5166,67;218,1;42,33;0,33;21,01;0,0
Tunas do Paraná;PR;Sul;2018,5;8551,17;1200,17;989,17;114529200,0;159,17;25000,0;4666,67;1166,67;668,5;122,67;0,83;12,79;127821,77
Tuneiras do Oeste;PR;Sul;2018,5;8646,67;900,83;726,0;206918200,0;149,0;673333,33;599500,0;60500,0;698,9;107,0;1,17;12,37;0,0
Tuntum;MA;Nordeste;2018,5;41696,5;1184,0;986,83;307671400,0;187,67;41666,67;34166,67;5500,0;3390,0;515,5;7,33;12,3;1930850,68
Tunápolis;SC;Sul;2018,5;4557,5;818,17;595,17;134146000,0;163,83;25000,0;28666,67;138500,0;132,9;55,33;1,17;34,29;0,0
Tupaciguara;MG;Sudeste;2018,5;25405,67;5216,33;4308,5;706848800,0;704,83;258333,33;277833,33;42666,67;1824,0;232,67;3,67;13,93;1348552,23
Tupanatinga;PE;Nordeste;2018,5;27236,17;1519,67;1231,83;187260600,0;105,33;35000,0;8000,0;64500,0;884,4;334,33;8,17;30,8;0,0
Tupanci do Sul;RS;Sul;2018,5;1502,5;220,33;171,17;52594400,0;36,83;48333,33;53166,67;10333,33;135,1;12,33;0,17;11,12;0,0
Tupanciretã;RS;Sul;2018,5;23890,33;2809,67;2234,33;1185928800,0;492,5;3276666,67;460591,83;43666,67;2251,9;249,17;3,33;10,61;2556,0
Tupandi;RS;Sul;2018,5;4745,5;3080,5;2722,17;471185400,0;247,67;6666,67;29333,33;20166,67;59,5;62,0;0,17;79,76;5788056,32
Tuparendi;RS;Sul;2018,5;8073,33;1317,33;1024,33;290814400,0;262,17;455000,0;69166,67;54833,33;307,7;76,83;0,5;26,24;25596,92
Tuparetama;PE;Nordeste;2018,5;8207,33;665,67;580,5;77047400,0;99,5;41666,67;3166,67;4500,0;178,6;115,67;2,83;45,95;0,0
Tupi Paulista;SP;Sudeste;2018,5;13101,33;2615,17;1925,5;287224400,0;606,83;23333,33;48000,0;4166,67;245,3;135,5;1,0;62,99;0,0
Tupirama;TO;Norte;2018,5;1880,17;148,5;138,83;58371200,0;14,5;480000,0;50666,67;0,0;712,2;25,5;0,0;2,64;0,0
Tupiratins;TO;Norte;2018,5;2648,33;258,67;246,5;30039200,0;17,17;125000,0;3166,67;2833,33;895,3;26,0;0,0;2,96;0,0
Tupã;SP;Sudeste;2018,5;65608,17;17003,33;13679,5;1832766600,0;2,52;410000,0;294000,0;316666,67;628,5;709,67;7,5;104,39;29801493,61
Tupãssi;PR;Sul;2018,5;8168,67;1116,17;855,5;346107800,0;203,67;836666,67;671166,67;29666,67;310,9;83,67;0,0;26,27;25351,73
Turiaçu;MA;Nordeste;2018,5;35438,83;1322,83;1249,33;266313800,0;79,83;51666,67;46833,33;0,0;2578,5;690,5;7,83;13,74;0,0
Turilândia;MA;Nordeste;2018,5;25621,5;622,67;570,33;160838200,0;45,5;40000,0;5333,33;5333,33;1511,8;346,5;3,33;16,95;0,0
Turiúba;SP;Sudeste;2018,5;2016,83;454,83;219,17;44906800,0;233,67;25000,0;25500,0;19333,33;153,1;15,17;0,0;13,17;0,0
Turmalina;MG;Sudeste;2018,5;19923,33;3137,0;2567,5;343197600,0;454,0;36666,67;23500,0;3666,67;1153,1;230,67;2,33;17,28;34956,61
Turmalina;SP;Sudeste;2018,5;1755,0;304,5;247,5;59807800,0;55,67;43333,33;37833,33;5500,0;147,9;15,0;0,0;11,87;0,0
Tururu;CE;Nordeste;2018,5;16168,0;986,83;896,33;108224800,0;86,5;628333,33;46000,0;1833,33;202,3;263,17;3,17;79,92;0,0
Turuçu;RS;Sul;2018,5;3483,17;462,33;373,67;96533200,0;78,5;68333,33;152000,0;3000,0;253,6;30,33;0,17;13,73;73508,67
Turvelândia;GO;Centro-Oeste;2018,5;5219,33;1522,67;1466,5;392587200,0;55,33;306666,67;474500,0;4000,0;934,0;68,17;0,67;5,59;0,0
Turvo;PR;Sul;2018,5;13329,83;2053,33;1586,67;444639200,0;330,67;375000,0;138333,33;40666,67;916,5;212,17;2,0;14,54;1605162,32
Turvo;SC;Sul;2018,5;12861,67;5371,83;4553,0;546521600,0;577,33;631666,67;267666,67;37666,67;233,7;168,0;2,67;55,04;5475745,31
Turvolândia;MG;Sudeste;2018,5;5039,5;743,0;595,33;105090600,0;107,0;41666,67;221000,0;39166,67;221,0;65,0;1,0;22,8;663163,67
Turvânia;GO;Centro-Oeste;2018,5;4662,67;525,0;417,33;93979400,0;85,5;263333,33;126833,33;27333,33;480,8;52,67;0,67;9,7;442580,87
Tutóia;MA;Nordeste;2018,5;58842,67;4224,83;3737,83;408072000,0;284,67;41666,67;4500,0;0,0;1651,6;311,52;14,0;35,63;5336,36
Uarini;AM;Norte;2018,5;13526,67;775,83;749,83;189724000,0;34,0;48333,33;26000,0;34333,33;10246,2;325,83;6,0;1,32;0,0
Uauá;BA;Nordeste;2018,5;24742,67;1592,67;1329,33;199327000,0;303,33;15000,0;1000,0;3333,33;3035,2;309,0;6,83;8,15;0,0
Ubaitaba;BA;Nordeste;2018,5;19493,33;2242,33;1880,5;214757000,0;313,83;36666,67;8833,33;1333,33;178,8;282,33;5,5;109,02;0,0
Ubajara;CE;Nordeste;2018,5;34677,33;3084,5;2589,33;539758600,0;452,17;35000,0;298833,33;52000,0;421,0;520,5;8,0;82,37;3299914,33
Ubaporanga;MG;Sudeste;2018,5;12523,33;1190,83;969,17;129538600,0;203,0;46666,67;59333,33;3500,0;189,0;144,33;2,0;66,26;3070402,57
Ubarana;SP;Sudeste;2018,5;6248,17;702,5;569,5;354138600,0;116,5;431666,67;313333,33;5333,33;209,6;79,67;1,0;29,81;0,0
Ubatuba;SP;Sudeste;2018,5;90144,33;21949,0;17396,0;2133534800,0;3,27;0,0;23500,0;30500,0;710,8;1,31;14,17;126,82;500809,39
Ubatã;BA;Nordeste;2018,5;27233,0;1842,0;1545,33;195445200,0;225,83;48333,33;25666,67;0,0;268,2;220,0;2,0;101,54;0,0
Ubaí;MG;Sudeste;2018,5;12542,67;776,33;693,17;96829000,0;88,5;60000,0;4333,33;19333,33;820,5;143,5;1,67;15,29;0,0
Ubaíra;BA;Nordeste;2018,5;20189,83;1832,67;1647,67;195876000,0;156,0;48333,33;28666,67;4166,67;726,3;226,17;3,67;27,8;0,0
Uberaba;MG;Sudeste;2018,5;332510,67;93800,0;78621,83;14816965400,0;10,8;3208333,33;21644,33;58500,0;4524,0;4,07;44,67;73,5;6980505580,95
Uberlândia;MG;Sudeste;2018,5;687755,17;219857,67;185138,5;35909727600,0;27,01;4866666,67;310017,5;399666,67;4115,2;9,3;89,0;167,13;1010834018,59
Ubirajara;SP;Sudeste;2018,5;4768,5;563,33;450,33;96774200,0;92,0;36666,67;219166,67;0,0;282,4;78,5;1,0;16,89;290555,67
Ubiratã;PR;Sul;2018,5;21237,33;7612,0;6414,67;1049444800,0;817,5;2875000,0;500333,33;3500,0;652,6;305,17;3,0;32,54;12935933,99
Ubiretama;RS;Sul;2018,5;2079,83;185,5;149,83;64016600,0;48,17;41666,67;50666,67;37333,33;126,7;14,17;0,0;16,42;0,0
Ubá;MG;Sudeste;2018,5;115015,83;28750,17;23730,33;2883693000,0;3,58;0,0;5666,67;58500,0;407,5;1,26;12,83;282,25;64074518,0
Uchoa;SP;Sudeste;2018,5;10095,83;1596,5;985,0;294025800,0;490,5;320000,0;359000,0;5500,0;252,5;100,83;1,83;39,98;0,0
Uibaí;BA;Nordeste;2018,5;14080,67;720,83;611,17;95456200,0;91,0;75000,0;10833,33;2833,33;551,0;156,5;2,17;25,55;17067764,79
Uiramutã;RR;Norte;2018,5;10364,5;319,0;306,5;115879800,0;13,33;51666,67;43833,33;0,0;8065,5;565,0;17,5;1,29;0,0
Uirapuru;GO;Centro-Oeste;2018,5;2886,5;241,5;220,0;48413800,0;45,33;271666,67;333,33;3333,33;1153,5;23,33;0,33;2,5;0,0
